,datetime
213804,2023-04-27 13:29:49
213805,2023-04-27 13:29:50
213806,2023-04-27 13:29:51
213807,2023-04-27 13:29:52
213808,2023-04-27 13:29:53
213809,2023-04-27 13:29:54
213810,2023-04-27 13:29:56
213811,2023-04-27 13:29:57
213812,2023-04-27 13:29:58
213813,2023-04-27 13:29:59
213814,2023-04-27 13:30:00
213815,2023-04-27 13:30:01
213816,2023-04-27 13:30:02
213817,2023-04-27 13:30:03
213818,2023-04-27 13:30:05
213819,2023-04-27 13:30:06
213820,2023-04-27 13:30:07
213821,2023-04-27 13:30:08
213822,2023-04-27 13:30:09
213823,2023-04-27 13:30:10
213824,2023-04-27 13:30:11
213825,2023-04-27 13:30:13
213826,2023-04-27 13:30:14
213827,2023-04-27 13:30:15
213828,2023-04-27 13:30:16
213829,2023-04-27 13:30:17
213830,2023-04-27 13:30:18
213831,2023-04-27 13:30:19
213832,2023-04-27 13:30:20
213833,2023-04-27 13:30:22
213834,2023-04-27 13:30:23
213835,2023-04-27 13:30:24
213836,2023-04-27 13:30:25
213837,2023-04-27 13:30:26
213838,2023-04-27 13:30:27
213839,2023-04-27 13:30:28
213840,2023-04-27 13:30:29
213841,2023-04-27 13:30:31
213842,2023-04-27 13:30:32
213843,2023-04-27 13:30:33
213844,2023-04-27 13:30:34
213845,2023-04-27 13:30:35
213846,2023-04-27 13:30:36
213847,2023-04-27 13:30:37
213848,2023-04-27 13:30:39
213849,2023-04-27 13:30:40
213850,2023-04-27 13:30:41
213851,2023-04-27 13:30:42
213852,2023-04-27 13:30:43
213853,2023-04-27 13:30:44
213854,2023-04-27 13:30:45
213855,2023-04-27 13:30:46
213856,2023-04-27 13:30:48
213857,2023-04-27 13:30:49
213858,2023-04-27 13:30:50
213859,2023-04-27 13:30:51
213860,2023-04-27 13:30:52
213861,2023-04-27 13:30:53
213862,2023-04-27 13:30:54
213863,2023-04-27 13:30:55
213864,2023-04-27 13:30:57
213865,2023-04-27 13:30:58
213866,2023-04-27 13:30:59
213867,2023-04-27 13:31:00
213868,2023-04-27 13:31:01
213869,2023-04-27 13:31:02
213870,2023-04-27 13:31:03
213871,2023-04-27 13:31:05
213872,2023-04-27 13:31:06
213873,2023-04-27 13:31:07
213874,2023-04-27 13:31:08
213875,2023-04-27 13:31:09
213876,2023-04-27 13:31:10
213877,2023-04-27 13:31:11
213878,2023-04-27 13:31:12
213879,2023-04-27 13:31:14
213880,2023-04-27 13:31:15
213881,2023-04-27 13:31:16
213882,2023-04-27 13:31:17
213883,2023-04-27 13:31:18
213884,2023-04-27 13:31:19
213885,2023-04-27 13:31:20
213886,2023-04-27 13:31:22
213887,2023-04-27 13:31:23
213888,2023-04-27 13:31:24
213889,2023-04-27 13:31:25
213890,2023-04-27 13:31:26
213891,2023-04-27 13:31:27
213892,2023-04-27 13:31:28
213893,2023-04-27 13:31:29
213894,2023-04-27 13:31:31
213895,2023-04-27 13:31:32
213896,2023-04-27 13:31:33
213897,2023-04-27 13:31:34
213898,2023-04-27 13:31:35
213899,2023-04-27 13:31:36
213900,2023-04-27 13:31:37
213901,2023-04-27 13:31:38
213902,2023-04-27 13:31:40
213903,2023-04-27 13:31:41
213904,2023-04-27 13:31:42
213905,2023-04-27 13:31:43
213906,2023-04-27 13:31:44
213907,2023-04-27 13:31:45
213908,2023-04-27 13:31:46
213909,2023-04-27 13:31:48
213910,2023-04-27 13:31:49
213911,2023-04-27 13:31:50
213912,2023-04-27 13:31:51
213913,2023-04-27 13:31:52
213914,2023-04-27 13:31:53
213915,2023-04-27 13:31:54
213916,2023-04-27 13:31:55
213917,2023-04-27 13:31:57
213918,2023-04-27 13:31:58
213919,2023-04-27 13:31:59
213920,2023-04-27 13:32:00
213921,2023-04-27 13:32:01
213922,2023-04-27 13:32:02
213923,2023-04-27 13:32:03
213924,2023-04-27 13:32:04
213925,2023-04-27 13:32:06
213926,2023-04-27 13:32:07
213927,2023-04-27 13:32:08
213928,2023-04-27 13:32:09
213929,2023-04-27 13:32:10
213930,2023-04-27 13:32:11
213931,2023-04-27 13:32:12
213932,2023-04-27 13:32:14
213933,2023-04-27 13:32:15
213934,2023-04-27 13:32:16
213935,2023-04-27 13:32:17
213936,2023-04-27 13:32:18
213937,2023-04-27 13:32:19
213938,2023-04-27 13:32:20
213939,2023-04-27 13:32:21
213940,2023-04-27 13:32:23
213941,2023-04-27 13:32:24
213942,2023-04-27 13:32:25
213943,2023-04-27 13:32:26
213944,2023-04-27 13:32:27
213945,2023-04-27 13:32:28
213946,2023-04-27 13:32:29
213947,2023-04-27 13:32:30
213948,2023-04-27 13:32:32
213949,2023-04-27 13:32:33
213950,2023-04-27 13:32:34
213951,2023-04-27 13:32:35
213952,2023-04-27 13:32:36
213953,2023-04-27 13:32:37
213954,2023-04-27 13:32:38
213955,2023-04-27 13:32:40
213956,2023-04-27 13:32:41
213957,2023-04-27 13:32:42
213958,2023-04-27 13:32:43
213959,2023-04-27 13:32:44
213960,2023-04-27 13:32:45
213961,2023-04-27 13:32:46
213962,2023-04-27 13:32:47
213963,2023-04-27 13:32:49
213964,2023-04-27 13:32:50
213965,2023-04-27 13:32:51
213966,2023-04-27 13:32:52
213967,2023-04-27 13:32:53
213968,2023-04-27 13:32:54
213969,2023-04-27 13:32:55
213970,2023-04-27 13:32:57
213971,2023-04-27 13:32:58
213972,2023-04-27 13:32:59
213973,2023-04-27 13:33:00
213974,2023-04-27 13:33:01
213975,2023-04-27 13:33:02
213976,2023-04-27 13:33:03
213977,2023-04-27 13:33:04
213978,2023-04-27 13:33:06
213979,2023-04-27 13:33:07
213980,2023-04-27 13:33:08
213981,2023-04-27 13:33:09
213982,2023-04-27 13:33:10
213983,2023-04-27 13:33:11
213984,2023-04-27 13:33:12
213985,2023-04-27 13:33:13
213986,2023-04-27 13:33:15
213987,2023-04-27 13:33:16
213988,2023-04-27 13:33:17
213989,2023-04-27 13:33:18
213990,2023-04-27 13:33:19
213991,2023-04-27 13:33:20
213992,2023-04-27 13:33:21
213993,2023-04-27 13:33:23
213994,2023-04-27 13:33:24
213995,2023-04-27 13:33:25
213996,2023-04-27 13:33:26
213997,2023-04-27 13:33:27
213998,2023-04-27 13:33:28
213999,2023-04-27 13:33:29
214000,2023-04-27 13:33:30
214001,2023-04-27 13:33:32
214002,2023-04-27 13:33:33
214003,2023-04-27 13:33:34
214004,2023-04-27 13:33:35
214005,2023-04-27 13:33:36
214006,2023-04-27 13:33:37
214007,2023-04-27 13:33:38
214008,2023-04-27 13:33:39
214009,2023-04-27 13:33:41
214010,2023-04-27 13:33:42
214011,2023-04-27 13:33:43
214012,2023-04-27 13:33:44
214013,2023-04-27 13:33:45
214014,2023-04-27 13:33:46
214015,2023-04-27 13:33:47
214016,2023-04-27 13:33:49
214017,2023-04-27 13:33:50
214018,2023-04-27 13:33:51
214019,2023-04-27 13:33:52
214020,2023-04-27 13:33:53
214021,2023-04-27 13:33:54
214022,2023-04-27 13:33:55
214023,2023-04-27 13:33:56
214024,2023-04-27 13:33:58
214025,2023-04-27 13:33:59
214026,2023-04-27 13:34:00
214027,2023-04-27 13:34:01
214028,2023-04-27 13:34:02
214029,2023-04-27 13:34:03
214030,2023-04-27 13:34:04
214031,2023-04-27 13:34:06
214032,2023-04-27 13:34:07
214033,2023-04-27 13:34:08
214034,2023-04-27 13:34:09
214035,2023-04-27 13:34:10
214036,2023-04-27 13:34:11
214037,2023-04-27 13:34:12
214038,2023-04-27 13:34:13
214039,2023-04-27 13:34:15
214040,2023-04-27 13:34:16
214041,2023-04-27 13:34:17
214042,2023-04-27 13:34:18
214043,2023-04-27 13:34:19
214044,2023-04-27 13:34:20
214045,2023-04-27 13:34:21
214046,2023-04-27 13:34:22
214047,2023-04-27 13:34:24
214048,2023-04-27 13:34:25
214049,2023-04-27 13:34:26
214050,2023-04-27 13:34:27
214051,2023-04-27 13:34:28
214052,2023-04-27 13:34:29
214053,2023-04-27 13:34:30
214054,2023-04-27 13:34:32
214055,2023-04-27 13:34:33
214056,2023-04-27 13:34:34
214057,2023-04-27 13:34:35
214058,2023-04-27 13:34:36
214059,2023-04-27 13:34:37
214060,2023-04-27 13:34:38
214061,2023-04-27 13:34:39
214062,2023-04-27 13:34:41
214063,2023-04-27 13:34:42
214064,2023-04-27 13:34:43
214065,2023-04-27 13:34:44
214066,2023-04-27 13:34:45
214067,2023-04-27 13:34:46
214068,2023-04-27 13:34:47
214069,2023-04-27 13:34:48
214070,2023-04-27 13:34:50
214071,2023-04-27 13:34:51
214072,2023-04-27 13:34:52
214073,2023-04-27 13:34:53
214074,2023-04-27 13:34:54
214075,2023-04-27 13:34:55
214076,2023-04-27 13:34:56
214077,2023-04-27 13:34:58
214078,2023-04-27 13:34:59
214079,2023-04-27 13:35:00
214080,2023-04-27 13:35:01
214081,2023-04-27 13:35:02
214082,2023-04-27 13:35:03
214083,2023-04-27 13:35:04
214084,2023-04-27 13:35:05
214085,2023-04-27 13:35:07
214086,2023-04-27 13:35:08
214087,2023-04-27 13:35:09
214088,2023-04-27 13:35:10
214089,2023-04-27 13:35:11
214090,2023-04-27 13:35:12
214091,2023-04-27 13:35:13
214092,2023-04-27 13:35:14
214093,2023-04-27 13:35:16
214094,2023-04-27 13:35:17
214095,2023-04-27 13:35:18
214096,2023-04-27 13:35:19
214097,2023-04-27 13:35:20
214098,2023-04-27 13:35:21
214099,2023-04-27 13:35:22
214100,2023-04-27 13:35:24
214101,2023-04-27 13:35:25
214102,2023-04-27 13:35:26
214103,2023-04-27 13:35:27
214104,2023-04-27 13:35:28
214105,2023-04-27 13:35:29
214106,2023-04-27 13:35:30
214107,2023-04-27 13:35:31
214108,2023-04-27 13:35:33
214109,2023-04-27 13:35:34
214110,2023-04-27 13:35:35
214111,2023-04-27 13:35:36
214112,2023-04-27 13:35:37
214113,2023-04-27 13:35:38
214114,2023-04-27 13:35:39
214115,2023-04-27 13:35:41
214116,2023-04-27 13:35:42
214117,2023-04-27 13:35:43
214118,2023-04-27 13:35:44
214119,2023-04-27 13:35:45
214120,2023-04-27 13:35:46
214121,2023-04-27 13:35:47
214122,2023-04-27 13:35:48
214123,2023-04-27 13:35:50
214124,2023-04-27 13:35:51
214125,2023-04-27 13:35:52
214126,2023-04-27 13:35:53
214127,2023-04-27 13:35:54
214128,2023-04-27 13:35:55
214129,2023-04-27 13:35:56
214130,2023-04-27 13:35:57
214131,2023-04-27 13:35:59
214132,2023-04-27 13:36:00
214133,2023-04-27 13:36:01
214134,2023-04-27 13:36:02
214135,2023-04-27 13:36:03
214136,2023-04-27 13:36:04
214137,2023-04-27 13:36:05
214138,2023-04-27 13:36:07
214139,2023-04-27 13:36:08
214140,2023-04-27 13:36:09
214141,2023-04-27 13:36:10
214142,2023-04-27 13:36:11
214143,2023-04-27 13:36:12
214144,2023-04-27 13:36:13
214145,2023-04-27 13:36:14
214146,2023-04-27 13:36:16
214147,2023-04-27 13:36:17
214148,2023-04-27 13:36:18
214149,2023-04-27 13:36:19
214150,2023-04-27 13:36:20
214151,2023-04-27 13:36:21
214152,2023-04-27 13:36:22
214153,2023-04-27 13:36:23
214154,2023-04-27 13:36:25
214155,2023-04-27 13:36:26
214156,2023-04-27 13:36:27
214157,2023-04-27 13:36:28
214158,2023-04-27 13:36:29
214159,2023-04-27 13:36:30
214160,2023-04-27 13:36:31
214161,2023-04-27 13:36:33
214162,2023-04-27 13:36:34
214163,2023-04-27 13:36:35
214164,2023-04-27 13:36:36
214165,2023-04-27 13:36:37
214166,2023-04-27 13:36:38
214167,2023-04-27 13:36:39
214168,2023-04-27 13:36:40
214169,2023-04-27 13:36:42
214170,2023-04-27 13:36:43
214171,2023-04-27 13:36:44
214172,2023-04-27 13:36:45
214173,2023-04-27 13:36:46
214174,2023-04-27 13:36:47
214175,2023-04-27 13:36:48
214176,2023-04-27 13:36:49
214177,2023-04-27 13:36:51
214178,2023-04-27 13:36:52
214179,2023-04-27 13:36:53
214180,2023-04-27 13:36:54
214181,2023-04-27 13:36:55
214182,2023-04-27 13:36:56
214183,2023-04-27 13:36:57
214184,2023-04-27 13:36:59
214185,2023-04-27 13:37:00
214186,2023-04-27 13:37:01
214187,2023-04-27 13:37:02
214188,2023-04-27 13:37:03
214189,2023-04-27 13:37:04
214190,2023-04-27 13:37:05
214191,2023-04-27 13:37:06
214192,2023-04-27 13:37:08
214193,2023-04-27 13:37:09
214194,2023-04-27 13:37:10
214195,2023-04-27 13:37:11
214196,2023-04-27 13:37:12
214197,2023-04-27 13:37:13
214198,2023-04-27 13:37:14
214199,2023-04-27 13:37:16
214200,2023-04-27 13:37:17
214201,2023-04-27 13:37:18
214202,2023-04-27 13:37:19
214203,2023-04-27 13:37:20
214204,2023-04-27 13:37:21
214205,2023-04-27 13:37:22
214206,2023-04-27 13:37:23
214207,2023-04-27 13:37:25
214208,2023-04-27 13:37:26
214209,2023-04-27 13:37:27
214210,2023-04-27 13:37:28
214211,2023-04-27 13:37:29
214212,2023-04-27 13:37:30
214213,2023-04-27 13:37:31
214214,2023-04-27 13:37:32
214215,2023-04-27 13:37:34
214216,2023-04-27 13:37:35
214217,2023-04-27 13:37:36
214218,2023-04-27 13:37:37
214219,2023-04-27 13:37:38
214220,2023-04-27 13:37:39
214221,2023-04-27 13:37:40
214222,2023-04-27 13:37:42
214223,2023-04-27 13:37:43
214224,2023-04-27 13:37:44
214225,2023-04-27 13:37:45
214226,2023-04-27 13:37:46
214227,2023-04-27 13:37:47
214228,2023-04-27 13:37:48
214229,2023-04-27 13:37:49
214230,2023-04-27 13:37:51
214231,2023-04-27 13:37:52
214232,2023-04-27 13:37:53
214233,2023-04-27 13:37:54
214234,2023-04-27 13:37:55
214235,2023-04-27 13:37:56
214236,2023-04-27 13:37:57
214237,2023-04-27 13:37:58
214238,2023-04-27 13:38:00
214239,2023-04-27 13:38:01
214240,2023-04-27 13:38:02
214241,2023-04-27 13:38:03
214242,2023-04-27 13:38:04
214243,2023-04-27 13:38:05
214244,2023-04-27 13:38:06
214245,2023-04-27 13:38:08
214246,2023-04-27 13:38:09
214247,2023-04-27 13:38:10
214248,2023-04-27 13:38:11
214249,2023-04-27 13:38:12
214250,2023-04-27 13:38:13
214251,2023-04-27 13:38:14
214252,2023-04-27 13:38:15
214253,2023-04-27 13:38:17
214254,2023-04-27 13:38:18
214255,2023-04-27 13:38:19
214256,2023-04-27 13:38:20
214257,2023-04-27 13:38:21
214258,2023-04-27 13:38:22
214259,2023-04-27 13:38:23
214260,2023-04-27 13:38:24
214261,2023-04-27 13:38:26
214262,2023-04-27 13:38:27
214263,2023-04-27 13:38:28
214264,2023-04-27 13:38:29
214265,2023-04-27 13:38:30
214266,2023-04-27 13:38:31
214267,2023-04-27 13:38:32
214268,2023-04-27 13:38:34
214269,2023-04-27 13:38:35
214270,2023-04-27 13:38:36
214271,2023-04-27 13:38:37
214272,2023-04-27 13:38:38
214273,2023-04-27 13:38:39
214274,2023-04-27 13:38:40
214275,2023-04-27 13:38:41
214276,2023-04-27 13:38:43
214277,2023-04-27 13:38:44
214278,2023-04-27 13:38:45
214279,2023-04-27 13:38:46
214280,2023-04-27 13:38:47
214281,2023-04-27 13:38:48
214282,2023-04-27 13:38:49
214283,2023-04-27 13:38:51
214284,2023-04-27 13:38:52
214285,2023-04-27 13:38:53
214286,2023-04-27 13:38:54
214287,2023-04-27 13:38:55
214288,2023-04-27 13:38:56
214289,2023-04-27 13:38:57
214290,2023-04-27 13:38:58
214291,2023-04-27 13:39:00
214292,2023-04-27 13:39:01
214293,2023-04-27 13:39:02
214294,2023-04-27 13:39:03
214295,2023-04-27 13:39:04
214296,2023-04-27 13:39:05
214297,2023-04-27 13:39:06
214298,2023-04-27 13:39:07
214299,2023-04-27 13:39:09
214300,2023-04-27 13:39:10
214301,2023-04-27 13:39:11
214302,2023-04-27 13:39:12
214303,2023-04-27 13:39:13
214304,2023-04-27 13:39:14
214305,2023-04-27 13:39:15
214306,2023-04-27 13:39:17
214307,2023-04-27 13:39:18
214308,2023-04-27 13:39:19
214309,2023-04-27 13:39:20
214310,2023-04-27 13:39:21
214311,2023-04-27 13:39:22
214312,2023-04-27 13:39:23
214313,2023-04-27 13:39:24
214314,2023-04-27 13:39:26
214315,2023-04-27 13:39:27
214316,2023-04-27 13:39:28
214317,2023-04-27 13:39:29
214318,2023-04-27 13:39:30
214319,2023-04-27 13:39:31
214320,2023-04-27 13:39:32
214321,2023-04-27 13:39:33
214322,2023-04-27 13:39:35
214323,2023-04-27 13:39:36
214324,2023-04-27 13:39:37
214325,2023-04-27 13:39:38
214326,2023-04-27 13:39:39
214327,2023-04-27 13:39:40
214328,2023-04-27 13:39:41
214329,2023-04-27 13:39:43
214330,2023-04-27 13:39:44
214331,2023-04-27 13:39:45
214332,2023-04-27 13:39:46
214333,2023-04-27 13:39:47
214334,2023-04-27 13:39:48
214335,2023-04-27 13:39:49
214336,2023-04-27 13:39:50
214337,2023-04-27 13:39:52
214338,2023-04-27 13:39:53
214339,2023-04-27 13:39:54
214340,2023-04-27 13:39:55
214341,2023-04-27 13:39:56
214342,2023-04-27 13:39:57
214343,2023-04-27 13:39:58
214344,2023-04-27 13:39:59
214345,2023-04-27 13:40:01
214346,2023-04-27 13:40:02
214347,2023-04-27 13:40:03
214348,2023-04-27 13:40:04
214349,2023-04-27 13:40:05
214350,2023-04-27 13:40:06
214351,2023-04-27 13:40:07
214352,2023-04-27 13:40:09
214353,2023-04-27 13:40:10
214354,2023-04-27 13:40:11
214355,2023-04-27 13:40:12
214356,2023-04-27 13:40:13
214357,2023-04-27 13:40:14
214358,2023-04-27 13:40:15
214359,2023-04-27 13:40:16
214360,2023-04-27 13:40:18
214361,2023-04-27 13:40:19
214362,2023-04-27 13:40:20
214363,2023-04-27 13:40:21
214364,2023-04-27 13:40:22
214365,2023-04-27 13:40:23
214366,2023-04-27 13:40:24
214367,2023-04-27 13:40:26
214368,2023-04-27 13:40:27
214369,2023-04-27 13:40:28
214370,2023-04-27 13:40:29
214371,2023-04-27 13:40:30
214372,2023-04-27 13:40:31
214373,2023-04-27 13:40:32
214374,2023-04-27 13:40:33
214375,2023-04-27 13:40:35
214376,2023-04-27 13:40:36
214377,2023-04-27 13:40:37
214378,2023-04-27 13:40:38
214379,2023-04-27 13:40:39
214380,2023-04-27 13:40:40
214381,2023-04-27 13:40:41
214382,2023-04-27 13:40:42
214383,2023-04-27 13:40:44
214384,2023-04-27 13:40:45
214385,2023-04-27 13:40:46
214386,2023-04-27 13:40:47
214387,2023-04-27 13:40:48
214388,2023-04-27 13:40:49
214389,2023-04-27 13:40:50
214390,2023-04-27 13:40:52
214391,2023-04-27 13:40:53
214392,2023-04-27 13:40:54
214393,2023-04-27 13:40:55
214394,2023-04-27 13:40:56
214395,2023-04-27 13:40:57
214396,2023-04-27 13:40:58
214397,2023-04-27 13:40:59
214398,2023-04-27 13:41:01
214399,2023-04-27 13:41:02
214400,2023-04-27 13:41:03
214401,2023-04-27 13:41:04
214402,2023-04-27 13:41:05
214403,2023-04-27 13:41:06
214404,2023-04-27 13:41:07
214405,2023-04-27 13:41:08
214406,2023-04-27 13:41:10
214407,2023-04-27 13:41:11
214408,2023-04-27 13:41:12
214409,2023-04-27 13:41:13
214410,2023-04-27 13:41:14
214411,2023-04-27 13:41:15
214412,2023-04-27 13:41:16
214413,2023-04-27 13:41:18
214414,2023-04-27 13:41:19
214415,2023-04-27 13:41:20
214416,2023-04-27 13:41:21
214417,2023-04-27 13:41:22
214418,2023-04-27 13:41:23
214419,2023-04-27 13:41:24
214420,2023-04-27 13:41:25
214421,2023-04-27 13:41:27
214422,2023-04-27 13:41:28
214423,2023-04-27 13:41:29
214424,2023-04-27 13:41:30
214425,2023-04-27 13:41:31
214426,2023-04-27 13:41:32
214427,2023-04-27 13:41:33
214428,2023-04-27 13:41:34
214429,2023-04-27 13:41:36
214430,2023-04-27 13:41:37
214431,2023-04-27 13:41:38
214432,2023-04-27 13:41:39
214433,2023-04-27 13:41:40
214434,2023-04-27 13:41:41
214435,2023-04-27 13:41:42
214436,2023-04-27 13:41:44
214437,2023-04-27 13:41:45
214438,2023-04-27 13:41:46
214439,2023-04-27 13:41:47
214440,2023-04-27 13:41:48
214441,2023-04-27 13:41:49
214442,2023-04-27 13:41:50
214443,2023-04-27 13:41:51
214444,2023-04-27 13:41:53
214445,2023-04-27 13:41:54
214446,2023-04-27 13:41:55
214447,2023-04-27 13:41:56
214448,2023-04-27 13:41:57
214449,2023-04-27 13:41:58
214450,2023-04-27 13:41:59
214451,2023-04-27 13:42:01
214452,2023-04-27 13:42:02
214453,2023-04-27 13:42:03
214454,2023-04-27 13:42:04
214455,2023-04-27 13:42:05
214456,2023-04-27 13:42:06
214457,2023-04-27 13:42:07
214458,2023-04-27 13:42:08
214459,2023-04-27 13:42:10
214460,2023-04-27 13:42:11
214461,2023-04-27 13:42:12
214462,2023-04-27 13:42:13
214463,2023-04-27 13:42:14
214464,2023-04-27 13:42:15
214465,2023-04-27 13:42:16
214466,2023-04-27 13:42:17
214467,2023-04-27 13:42:19
214468,2023-04-27 13:42:20
214469,2023-04-27 13:42:21
214470,2023-04-27 13:42:22
214471,2023-04-27 13:42:23
214472,2023-04-27 13:42:24
214473,2023-04-27 13:42:25
214474,2023-04-27 13:42:27
214475,2023-04-27 13:42:28
214476,2023-04-27 13:42:29
214477,2023-04-27 13:42:30
214478,2023-04-27 13:42:31
214479,2023-04-27 13:42:32
214480,2023-04-27 13:42:33
214481,2023-04-27 13:42:34
214482,2023-04-27 13:42:36
214483,2023-04-27 13:42:37
214484,2023-04-27 13:42:38
214485,2023-04-27 13:42:39
214486,2023-04-27 13:42:40
214487,2023-04-27 13:42:41
214488,2023-04-27 13:42:42
214489,2023-04-27 13:42:43
214490,2023-04-27 13:42:45
214491,2023-04-27 13:42:46
214492,2023-04-27 13:42:47
214493,2023-04-27 13:42:48
214494,2023-04-27 13:42:49
214495,2023-04-27 13:42:50
214496,2023-04-27 13:42:51
214497,2023-04-27 13:42:53
214498,2023-04-27 13:42:54
214499,2023-04-27 13:42:55
214500,2023-04-27 13:42:56
214501,2023-04-27 13:42:57
214502,2023-04-27 13:42:58
214503,2023-04-27 13:42:59
214504,2023-04-27 13:43:00
214505,2023-04-27 13:43:02
214506,2023-04-27 13:43:03
214507,2023-04-27 13:43:04
214508,2023-04-27 13:43:05
214509,2023-04-27 13:43:06
214510,2023-04-27 13:43:07
214511,2023-04-27 13:43:08
214512,2023-04-27 13:43:09
214513,2023-04-27 13:43:11
214514,2023-04-27 13:43:12
214515,2023-04-27 13:43:13
214516,2023-04-27 13:43:14
214517,2023-04-27 13:43:15
214518,2023-04-27 13:43:16
214519,2023-04-27 13:43:17
214520,2023-04-27 13:43:19
214521,2023-04-27 13:43:20
214522,2023-04-27 13:43:21
214523,2023-04-27 13:43:22
214524,2023-04-27 13:43:23
214525,2023-04-27 13:43:24
214526,2023-04-27 13:43:25
214527,2023-04-27 13:43:26
214528,2023-04-27 13:43:28
214529,2023-04-27 13:43:29
214530,2023-04-27 13:43:30
214531,2023-04-27 13:43:31
214532,2023-04-27 13:43:32
214533,2023-04-27 13:43:33
214534,2023-04-27 13:43:34
214535,2023-04-27 13:43:36
214536,2023-04-27 13:43:37
214537,2023-04-27 13:43:38
214538,2023-04-27 13:43:39
214539,2023-04-27 13:43:40
214540,2023-04-27 13:43:41
214541,2023-04-27 13:43:42
214542,2023-04-27 13:43:43
214543,2023-04-27 13:43:45
214544,2023-04-27 13:43:46
214545,2023-04-27 13:43:47
214546,2023-04-27 13:43:48
214547,2023-04-27 13:43:49
214548,2023-04-27 13:43:50
214549,2023-04-27 13:43:51
214550,2023-04-27 13:43:52
214551,2023-04-27 13:43:54
214552,2023-04-27 13:43:55
214553,2023-04-27 13:43:56
214554,2023-04-27 13:43:57
214555,2023-04-27 13:43:58
214556,2023-04-27 13:43:59
214557,2023-04-27 13:44:00
214558,2023-04-27 13:44:02
214559,2023-04-27 13:44:03
214560,2023-04-27 13:44:04
214561,2023-04-27 13:44:05
214562,2023-04-27 13:44:06
214563,2023-04-27 13:44:07
214564,2023-04-27 13:44:08
214565,2023-04-27 13:44:09
214566,2023-04-27 13:44:11
214567,2023-04-27 13:44:12
214568,2023-04-27 13:44:13
214569,2023-04-27 13:44:14
214570,2023-04-27 13:44:15
214571,2023-04-27 13:44:16
214572,2023-04-27 13:44:17
214573,2023-04-27 13:44:18
214574,2023-04-27 13:44:20
214575,2023-04-27 13:44:21
214576,2023-04-27 13:44:22
214577,2023-04-27 13:44:23
214578,2023-04-27 13:44:24
214579,2023-04-27 13:44:25
214580,2023-04-27 13:44:26
214581,2023-04-27 13:44:28
214582,2023-04-27 13:44:29
214583,2023-04-27 13:44:30
214584,2023-04-27 13:44:31
214585,2023-04-27 13:44:32
214586,2023-04-27 13:44:33
214587,2023-04-27 13:44:34
214588,2023-04-27 13:44:35
214589,2023-04-27 13:44:37
214590,2023-04-27 13:44:38
214591,2023-04-27 13:44:39
214592,2023-04-27 13:44:40
214593,2023-04-27 13:44:41
214594,2023-04-27 13:44:42
214595,2023-04-27 13:44:43
214596,2023-04-27 13:44:44
214597,2023-04-27 13:44:46
214598,2023-04-27 13:44:47
214599,2023-04-27 13:44:48
214600,2023-04-27 13:44:49
214601,2023-04-27 13:44:50
214602,2023-04-27 13:44:51
214603,2023-04-27 13:44:52
214604,2023-04-27 13:44:54
214605,2023-04-27 13:44:55
214606,2023-04-27 13:44:56
214607,2023-04-27 13:44:57
214608,2023-04-27 13:44:58
214609,2023-04-27 13:44:59
214610,2023-04-27 13:45:00
214611,2023-04-27 13:45:01
214612,2023-04-27 13:45:03
214613,2023-04-27 13:45:04
214614,2023-04-27 13:45:05
214615,2023-04-27 13:45:06
214616,2023-04-27 13:45:07
214617,2023-04-27 13:45:08
214618,2023-04-27 13:45:09
214619,2023-04-27 13:45:11
214620,2023-04-27 13:45:12
214621,2023-04-27 13:45:13
214622,2023-04-27 13:45:14
214623,2023-04-27 13:45:15
214624,2023-04-27 13:45:16
214625,2023-04-27 13:45:17
214626,2023-04-27 13:45:18
214627,2023-04-27 13:45:20
214628,2023-04-27 13:45:21
214629,2023-04-27 13:45:22
214630,2023-04-27 13:45:23
214631,2023-04-27 13:45:24
214632,2023-04-27 13:45:25
214633,2023-04-27 13:45:26
214634,2023-04-27 13:45:27
214635,2023-04-27 13:45:29
214636,2023-04-27 13:45:30
214637,2023-04-27 13:45:31
214638,2023-04-27 13:45:32
214639,2023-04-27 13:45:33
214640,2023-04-27 13:45:34
214641,2023-04-27 13:45:35
214642,2023-04-27 13:45:37
214643,2023-04-27 13:45:38
214644,2023-04-27 13:45:39
214645,2023-04-27 13:45:40
214646,2023-04-27 13:45:41
214647,2023-04-27 13:45:42
214648,2023-04-27 13:45:43
214649,2023-04-27 13:45:44
214650,2023-04-27 13:45:46
214651,2023-04-27 13:45:47
214652,2023-04-27 13:45:48
214653,2023-04-27 13:45:49
214654,2023-04-27 13:45:50
214655,2023-04-27 13:45:51
214656,2023-04-27 13:45:52
214657,2023-04-27 13:45:53
214658,2023-04-27 13:45:55
214659,2023-04-27 13:45:56
214660,2023-04-27 13:45:57
214661,2023-04-27 13:45:58
214662,2023-04-27 13:45:59
214663,2023-04-27 13:46:00
214664,2023-04-27 13:46:01
214665,2023-04-27 13:46:03
214666,2023-04-27 13:46:04
214667,2023-04-27 13:46:05
214668,2023-04-27 13:46:06
214669,2023-04-27 13:46:07
214670,2023-04-27 13:46:08
214671,2023-04-27 13:46:09
214672,2023-04-27 13:46:10
214673,2023-04-27 13:46:12
214674,2023-04-27 13:46:13
214675,2023-04-27 13:46:14
214676,2023-04-27 13:46:15
214677,2023-04-27 13:46:16
